n, N, Read, PC, PCSA, HLL, KMV, MC, RC
3000, 6000, 9.4565e-05, 0.000121228, 0.00021446, 0.000138098, 0.00238421, 0.000169346, 0.000926093
3000, 6000, 9.4971e-05, 0.00011888, 0.000117959, 0.000115724, 0.00230303, 0.000169934, 0.00092999
3000, 6000, 9.5439e-05, 0.000118791, 0.00011754, 0.00011763, 0.00230557, 0.000170352, 0.00100377
3000, 6000, 0.000100147, 0.00012242, 0.000125352, 0.000121904, 0.00235089, 0.000168854, 0.000934897
3000, 6000, 0.000101421, 0.000129123, 0.000125711, 0.000124556, 0.00233422, 0.000172812, 0.000974346
3000, 6000, 9.5269e-05, 0.000119998, 0.000118505, 0.000112759, 0.00232101, 0.000279888, 0.00100331
3000, 6000, 9.3798e-05, 0.000118131, 0.000117826, 0.000116445, 0.00243177, 0.000171536, 0.000931322
3000, 6000, 9.6347e-05, 0.00011593, 0.000118949, 0.000116644, 0.00233485, 0.000173232, 0.000941735
3000, 6000, 0.000101458, 0.000122836, 0.0001216, 0.000118091, 0.00265869, 0.000176041, 0.000934546
3000, 6000, 9.5335e-05, 0.000117253, 0.000117922, 0.000114786, 0.00237792, 0.000170227, 0.000985139
3000, 6000, 0.000123693, 0.000141781, 0.000124644, 0.000124109, 0.00247913, 0.000172865, 0.00101129
3000, 6000, 9.5121e-05, 0.000117992, 0.00011591, 0.000114121, 0.0022995, 0.00017036, 0.000932527
3000, 6000, 9.4028e-05, 0.000115947, 0.000116429, 0.000115821, 0.00231511, 0.000169501, 0.000993281
3000, 6000, 9.5889e-05, 0.000121699, 0.000118881, 0.000115572, 0.00231577, 0.000176148, 0.000990949
3000, 6000, 9.8266e-05, 0.000118569, 0.000116027, 0.00011515, 0.00234491, 0.000171134, 0.001099
3000, 6000, 9.4619e-05, 0.000119054, 0.000117758, 0.000149523, 0.00235514, 0.000174681, 0.000931464
3000, 6000, 0.000102337, 0.000121217, 0.000123082, 0.000128137, 0.00253705, 0.000169693, 0.000929812
3000, 6000, 9.4958e-05, 0.00011955, 0.000116462, 0.000113777, 0.00243246, 0.000173468, 0.000935045
3000, 6000, 9.31e-05, 0.000116076, 0.000116208, 0.000114194, 0.00240022, 0.000169655, 0.00110551
3000, 9000, 0.000143586, 0.000197587, 0.000182431, 0.000177297, 0.00333992, 0.000256896, 0.00142667
3000, 9000, 0.000170491, 0.000176769, 0.000185019, 0.000177106, 0.00340937, 0.000264174, 0.00142315
3000, 9000, 0.000142211, 0.000187991, 0.000177767, 0.000172608, 0.00344388, 0.00027583, 0.00152971
3000, 9000, 0.000137434, 0.000180361, 0.000179518, 0.000172809, 0.00342401, 0.000297231, 0.00142304
3000, 9000, 0.000149125, 0.000183692, 0.000234586, 0.000207715, 0.00345774, 0.000258029, 0.00141757
3000, 9000, 0.000140865, 0.00017897, 0.000174513, 0.00017667, 0.00337023, 0.000257697, 0.00141364
3000, 9000, 0.000151462, 0.000176561, 0.000171848, 0.000172363, 0.00340787, 0.000258181, 0.00143014
3000, 9000, 0.000141587, 0.000173167, 0.000174984, 0.000174433, 0.00343856, 0.000292658, 0.00148655
3000, 9000, 0.000139651, 0.000182107, 0.000176497, 0.000179777, 0.00336083, 0.000256181, 0.0014291
3000, 9000, 0.000151503, 0.000183714, 0.000180738, 0.000180478, 0.00338837, 0.000252825, 0.00144497
3000, 9000, 0.000143315, 0.000176605, 0.000175457, 0.000172816, 0.00334246, 0.000252364, 0.00145471
3000, 9000, 0.000136497, 0.000175741, 0.000175856, 0.000175034, 0.00337471, 0.000254956, 0.00143056
3000, 9000, 0.000148501, 0.000194711, 0.000175429, 0.00017125, 0.00335125, 0.000253684, 0.00141192
3000, 9000, 0.000140341, 0.000210852, 0.000195563, 0.000181803, 0.00334565, 0.000253806, 0.00165732
3000, 9000, 0.000142274, 0.000180367, 0.000173148, 0.000171551, 0.00361766, 0.00028216, 0.00141437
3000, 9000, 0.000146677, 0.000185659, 0.000177789, 0.000174436, 0.00336669, 0.000259879, 0.00142621
3000, 9000, 0.000154599, 0.000174164, 0.000173311, 0.000173866, 0.0034843, 0.000258204, 0.00146301
3000, 9000, 0.000144495, 0.000178503, 0.000176427, 0.000170783, 0.00349175, 0.000260174, 0.00141466
3000, 9000, 0.000141807, 0.000175526, 0.000264728, 0.000191903, 0.00335358, 0.000256531, 0.00142391
3000, 9000, 0.000140598, 0.000179696, 0.000174299, 0.000174392, 0.00364804, 0.000358318, 0.00179571
3000, 9000, 0.000138544, 0.000174328, 0.000174095, 0.000171166, 0.00334826, 0.000264099, 0.00141954
3000, 9000, 0.00015417, 0.000179764, 0.000178048, 0.000173404, 0.00346644, 0.000258445, 0.00144216
3000, 9000, 0.000144818, 0.000175144, 0.000178102, 0.000172768, 0.00344002, 0.00026185, 0.00141342
3000, 9000, 0.000139365, 0.000185118, 0.000178299, 0.000177299, 0.00346474, 0.000253456, 0.00147988
3000, 9000, 0.000148561, 0.000176217, 0.000177402, 0.000172167, 0.00339166, 0.000257139, 0.00156824
3000, 9000, 0.000146727, 0.000180557, 0.000181943, 0.000244091, 0.00370576, 0.000259245, 0.00170214
3000, 9000, 0.000144096, 0.000180445, 0.000179308, 0.000177996, 0.00365664, 0.000283947, 0.00141797
3000, 9000, 0.000149898, 0.000183099, 0.000182243, 0.000175483, 0.00341142, 0.000261265, 0.00142767
3000, 9000, 0.000149146, 0.000187045, 0.000190065, 0.000186926, 0.00337426, 0.000259626, 0.00142211
3000, 9000, 0.000146155, 0.000179443, 0.00017914, 0.000171991, 0.00352636, 0.000283597, 0.00165441
3000, 9000, 0.000161341, 0.000179289, 0.000171015, 0.000174149, 0.00352104, 0.000256143, 0.00141398
3000, 9000, 0.000140948, 0.000180635, 0.000179675, 0.000180485, 0.00337118, 0.00025512, 0.00141571
3000, 9000, 0.000148974, 0.000225347, 0.000173088, 0.000173966, 0.00334808, 0.000255802, 0.00141828
3000, 9000, 0.000141003, 0.000170459, 0.00018286, 0.0001737, 0.00344021, 0.000257904, 0.00141993
3000, 9000, 0.000141095, 0.000181305, 0.000181287, 0.000176907, 0.00337118, 0.000258993, 0.0014743
3000, 9000, 0.000142347, 0.000179947, 0.00017809, 0.00017544, 0.00336512, 0.000255341, 0.00141231
3000, 9000, 0.000138787, 0.000173467, 0.000176752, 0.000171098, 0.0033526, 0.000258686, 0.00141435
3000, 9000, 0.000138514, 0.000176983, 0.000181969, 0.000177393, 0.00338479, 0.00025334, 0.00141934
3000, 9000, 0.000143444, 0.000177366, 0.000177348, 0.000175219, 0.00336522, 0.00025767, 0.00166705
3000, 9000, 0.000142086, 0.00017443, 0.000177423, 0.000174911, 0.00343472, 0.00028318, 0.00140794
3000, 9000, 0.000143425, 0.000177665, 0.00017821, 0.00018334, 0.00349804, 0.000255802, 0.00168326
3000, 9000, 0.000141961, 0.000177772, 0.000175834, 0.000175168, 0.00338852, 0.000256989, 0.0017966
3000, 9000, 0.000140844, 0.00017463, 0.000175968, 0.000177485, 0.00340427, 0.000254732, 0.00143335
3000, 9000, 0.000141953, 0.000181418, 0.000177812, 0.000177096, 0.00340032, 0.000257333, 0.0014187
3000, 9000, 0.000147914, 0.000177788, 0.000177374, 0.000176264, 0.0033441, 0.000256008, 0.00144775
3000, 9000, 0.000146907, 0.000182816, 0.000182602, 0.000184595, 0.00336664, 0.000256146, 0.00142305
3000, 9000, 0.000140315, 0.000180147, 0.000175624, 0.000173017, 0.00353617, 0.000256102, 0.00152207
3000, 9000, 0.000141767, 0.000176822, 0.000178877, 0.000175199, 0.00340031, 0.000256673, 0.00141722
3000, 9000, 0.000152246, 0.000184889, 0.000182683, 0.000180636, 0.00336399, 0.000254715, 0.00141868
3000, 9000, 0.00014016, 0.000180176, 0.000179008, 0.000174042, 0.00340306, 0.000271998, 0.00174029
3000, 9000, 0.000142733, 0.000181895, 0.000178089, 0.000173385, 0.00334908, 0.000256634, 0.00142014
3000, 9000, 0.000140373, 0.000177816, 0.000174149, 0.000174048, 0.00336919, 0.000264863, 0.00142747
3000, 9000, 0.000137563, 0.000175749, 0.000187044, 0.000175566, 0.00339117, 0.00026595, 0.00143168
3000, 9000, 0.000148722, 0.000211127, 0.000269798, 0.000181782, 0.00341676, 0.000276976, 0.00143932
3000, 9000, 0.000143179, 0.000177796, 0.00017519, 0.000174072, 0.00334016, 0.000267721, 0.00170146
3000, 9000, 0.000145351, 0.000174936, 0.000175021, 0.000206859, 0.00334947, 0.000255402, 0.00154743
3000, 9000, 0.000149555, 0.000181034, 0.000181362, 0.000174183, 0.00348313, 0.000255169, 0.00143645
3000, 9000, 0.000169146, 0.000185987, 0.000175895, 0.000171301, 0.00353135, 0.000257517, 0.00141373
3000, 9000, 0.000142509, 0.000177215, 0.000173841, 0.000172908, 0.00334813, 0.000258847, 0.0015533
3000, 9000, 0.000143218, 0.00017469, 0.000179482, 0.000176877, 0.0033637, 0.000254314, 0.00142134
3000, 9000, 0.000140089, 0.000183168, 0.000182273, 0.000174392, 0.00341106, 0.000279047, 0.00176915
3000, 9000, 0.000140249, 0.000175125, 0.000177871, 0.000173413, 0.00332046, 0.000257848, 0.001411
3000, 9000, 0.000177405, 0.000191085, 0.000191159, 0.000213042, 0.00362046, 0.000261468, 0.00142315
3000, 9000, 0.000149431, 0.000183536, 0.000183587, 0.000185138, 0.00345276, 0.000254666, 0.00155434
3000, 9000, 0.0001429, 0.000178828, 0.00017859, 0.00017418, 0.00335915, 0.000255159, 0.00141411
3000, 9000, 0.000144586, 0.000176354, 0.000181899, 0.000175086, 0.00340356, 0.000254484, 0.00149366
3000, 9000, 0.000144167, 0.000176936, 0.000175272, 0.000182715, 0.00337156, 0.000253944, 0.00141409
3000, 9000, 0.000143383, 0.000183204, 0.00017662, 0.000178913, 0.00341857, 0.000262487, 0.00165675
3000, 9000, 0.000141296, 0.0001785, 0.000176124, 0.000171752, 0.00348692, 0.000257196, 0.00151903
3000, 9000, 0.000276409, 0.000178634, 0.0001809, 0.000173659, 0.00347501, 0.000261638, 0.00150369
3000, 9000, 0.000145987, 0.000180346, 0.000175676, 0.000172125, 0.00379313, 0.000258114, 0.00141529
3000, 9000, 0.000142487, 0.000180736, 0.0001799, 0.000174069, 0.00335426, 0.000253958, 0.00577219
3000, 9000, 0.000163351, 0.00156551, 0.000316148, 0.000186205, 0.00349105, 0.000256975, 0.00142039
3000, 9000, 0.000146551, 0.000199891, 0.000179012, 0.000177037, 0.00335575, 0.00027823, 0.00141472
3000, 9000, 0.000138068, 0.000183825, 0.000183273, 0.000176552, 0.00332574, 0.000259088, 0.00145335
3000, 9000, 0.000155317, 0.000176506, 0.000177871, 0.000177014, 0.00334328, 0.000261529, 0.00149797
3000, 9000, 0.000151648, 0.000175896, 0.000180422, 0.000175996, 0.00338342, 0.000266558, 0.00168849
3000, 9000, 0.000139275, 0.000176404, 0.000177605, 0.000174212, 0.00336549, 0.000262953, 0.00155126
3000, 9000, 0.000144206, 0.000180048, 0.000178772, 0.000175413, 0.00334128, 0.000262974, 0.00163633
3000, 9000, 0.000174266, 0.000176811, 0.000177329, 0.000182976, 0.00335306, 0.000260055, 0.00144031
3000, 9000, 0.000143181, 0.000181097, 0.000177625, 0.000178679, 0.00337796, 0.000282779, 0.00152473
3000, 9000, 0.000145874, 0.000187612, 0.000230915, 0.000282494, 0.00361145, 0.000255021, 0.00144506
3000, 9000, 0.000142241, 0.00018113, 0.000172302, 0.000206016, 0.00360872, 0.000260605, 0.00148977
3000, 9000, 0.000149391, 0.000191885, 0.000188297, 0.00018512, 0.00348357, 0.00025782, 0.00144729
3000, 9000, 0.000143814, 0.000179206, 0.000176398, 0.000173637, 0.00378622, 0.000274389, 0.00159807
3000, 9000, 0.000145243, 0.000183665, 0.000248169, 0.000174465, 0.00334673, 0.000259766, 0.0015669
3000, 9000, 0.000174778, 0.000193324, 0.000199358, 0.000178318, 0.00337051, 0.000255312, 0.00149043
3000, 9000, 0.000140472, 0.000171649, 0.000174916, 0.000171327, 0.00334271, 0.000255103, 0.00141662
3000, 9000, 0.000142112, 0.000177478, 0.000222363, 0.000175186, 0.00335267, 0.000259464, 0.00148974
3000, 9000, 0.000168922, 0.000179598, 0.000174716, 0.000175079, 0.00390257, 0.000260985, 0.00162307
3000, 9000, 0.000142379, 0.000178866, 0.000176453, 0.000172424, 0.00336134, 0.000256044, 0.00143062
3000, 9000, 0.000141402, 0.000183352, 0.000179307, 0.000178867, 0.00336329, 0.000255325, 0.00144545
3000, 9000, 0.000140865, 0.000180917, 0.00017605, 0.000172933, 0.00365489, 0.000284974, 0.00200061
3000, 9000, 0.00016214, 0.000173496, 0.000170953, 0.000191488, 0.00334648, 0.000253384, 0.00145579
3000, 9000, 0.000143844, 0.000176248, 0.000176783, 0.000175103, 0.00336581, 0.00025419, 0.0016543
3000, 9000, 0.000143211, 0.000177898, 0.000182386, 0.000177454, 0.00336426, 0.000257453, 0.00143311
3000, 9000, 0.000141944, 0.000172957, 0.000196184, 0.000175902, 0.00336248, 0.000261633, 0.00142479
3000, 9000, 0.000153598, 0.000183183, 0.000190522, 0.00017227, 0.0033959, 0.000269793, 0.00158612
3000, 9000, 0.000141991, 0.000177978, 0.000178415, 0.000183573, 0.00339716, 0.000282971, 0.00141094
3000, 9000, 0.000145523, 0.000182837, 0.000180898, 0.00017784, 0.00341717, 0.000273675, 0.00153639
3000, 12000, 0.000194693, 0.000249116, 0.000232822, 0.000226006, 0.0044144, 0.000344319, 0.00194301
3000, 12000, 0.000208035, 0.000236298, 0.000243168, 0.000231072, 0.00462471, 0.00037843, 0.00250323
3000, 12000, 0.000267638, 0.000396963, 0.000347216, 0.000325603, 0.00442145, 0.000368054, 0.00189082
3000, 12000, 0.000185188, 0.000232941, 0.000230088, 0.000230756, 0.00443151, 0.000354581, 0.00228553
3000, 12000, 0.000192336, 0.000233379, 0.000236609, 0.000232788, 0.00436327, 0.000338433, 0.00216135
3000, 12000, 0.000183962, 0.000235582, 0.0002451, 0.000230423, 0.00438937, 0.000351291, 0.00191335
3000, 12000, 0.000188666, 0.000239578, 0.000252561, 0.000267599, 0.00450627, 0.000355525, 0.0022542
3000, 12000, 0.000184828, 0.00023445, 0.000236156, 0.000239054, 0.00441287, 0.000378103, 0.00190471
3000, 12000, 0.000199061, 0.000247358, 0.000247045, 0.000248341, 0.0043848, 0.000395309, 0.00190623
3000, 12000, 0.000195911, 0.000241977, 0.000243835, 0.000250045, 0.00439571, 0.000337545, 0.00190828
3000, 12000, 0.000183982, 0.000240802, 0.000236641, 0.000232084, 0.00438397, 0.000382869, 0.00210984
3000, 12000, 0.000184917, 0.000233012, 0.000233755, 0.000232484, 0.00440062, 0.000348618, 0.00190297
3000, 12000, 0.000198027, 0.000244773, 0.000242301, 0.000242459, 0.00439143, 0.000343591, 0.00192049
3000, 12000, 0.000187732, 0.000265923, 0.000233705, 0.000233716, 0.00438169, 0.000366315, 0.00196736
3000, 12000, 0.000192003, 0.000237469, 0.000241619, 0.0002352, 0.00439314, 0.000347849, 0.00189052
3000, 12000, 0.000192337, 0.00023965, 0.000277229, 0.000233294, 0.00438391, 0.000338854, 0.0019146
3000, 12000, 0.000189956, 0.00023912, 0.000234799, 0.000249265, 0.00445282, 0.000346881, 0.00209718
3000, 12000, 0.000199279, 0.000240272, 0.000244793, 0.000241768, 0.00435439, 0.000345876, 0.00190519
3000, 12000, 0.000188774, 0.000241225, 0.000232776, 0.000236356, 0.00438208, 0.000343312, 0.00216814
3000, 12000, 0.000194963, 0.000250602, 0.000249221, 0.000248056, 0.00439145, 0.000342417, 0.00189385
3000, 12000, 0.000190093, 0.000233332, 0.000228745, 0.000229204, 0.00440949, 0.000359361, 0.00205888
3000, 12000, 0.000228373, 0.00024778, 0.000247748, 0.000250821, 0.0043863, 0.000367104, 0.00192642
3000, 12000, 0.000185932, 0.000242224, 0.000238425, 0.000235168, 0.00441668, 0.000349259, 0.00202722
3000, 12000, 0.000199911, 0.000245608, 0.000244885, 0.000258039, 0.00438752, 0.00034947, 0.00189752
3000, 12000, 0.000190451, 0.000254319, 0.000253117, 0.000233711, 0.00438573, 0.000339384, 0.00197503
3000, 12000, 0.00023789, 0.000298958, 0.000259921, 0.000244229, 0.00441255, 0.000342519, 0.00189694
3000, 12000, 0.000190363, 0.000236169, 0.00023197, 0.000232949, 0.00436246, 0.0003425, 0.00193651
3000, 12000, 0.000208899, 0.000239685, 0.000239196, 0.000231567, 0.00438832, 0.000358592, 0.00189172
3000, 12000, 0.000193241, 0.0003076, 0.000262307, 0.000231758, 0.00442516, 0.000337123, 0.00197557
3000, 12000, 0.000220494, 0.000245225, 0.000232628, 0.000229237, 0.00438935, 0.000349255, 0.00190846
3000, 12000, 0.000202484, 0.000245011, 0.000247972, 0.00025801, 0.00461543, 0.000375391, 0.00192161
3000, 12000, 0.00018726, 0.000259597, 0.000235021, 0.000230525, 0.00441002, 0.000346992, 0.00228152
3000, 12000, 0.000184852, 0.000261635, 0.000229284, 0.000234494, 0.00440744, 0.000343168, 0.00191753
3000, 12000, 0.000191502, 0.000233693, 0.000249541, 0.000251733, 0.00445229, 0.000348501, 0.00189002
3000, 12000, 0.000189758, 0.000240102, 0.000234175, 0.000229642, 0.00451665, 0.000342744, 0.00221886
3000, 12000, 0.000192322, 0.000234594, 0.000231428, 0.000229732, 0.00470583, 0.000350295, 0.00188669
3000, 12000, 0.000191349, 0.000486994, 0.000248364, 0.000246692, 0.00442349, 0.000338686, 0.00207131
3000, 12000, 0.000188084, 0.000234212, 0.000236652, 0.00023446, 0.00450664, 0.000341617, 0.00190326
3000, 12000, 0.000188028, 0.000236225, 0.000237792, 0.000308915, 0.004561, 0.000345138, 0.0019053
3000, 12000, 0.000187325, 0.00023371, 0.000233988, 0.000233171, 0.00438944, 0.000338216, 0.00206952
3000, 12000, 0.00019692, 0.000249746, 0.000249583, 0.000250881, 0.00445057, 0.000337292, 0.00189619
3000, 12000, 0.000197487, 0.000248986, 0.000246565, 0.000242364, 0.00453896, 0.000341758, 0.00195227
3000, 12000, 0.000185833, 0.000242366, 0.000242977, 0.000230011, 0.00457383, 0.000342656, 0.00204819
3000, 12000, 0.000186987, 0.000280144, 0.000246897, 0.000233268, 0.00444194, 0.000445969, 0.00189696
3000, 12000, 0.000184058, 0.000231592, 0.000237273, 0.000229988, 0.00444472, 0.000338447, 0.00223809
3000, 12000, 0.000299914, 0.000240334, 0.000344086, 0.000229109, 0.00437818, 0.000339618, 0.0018942
3000, 12000, 0.000188204, 0.000240377, 0.000262602, 0.000229979, 0.00449436, 0.000337024, 0.00188621
3000, 12000, 0.000184283, 0.000232193, 0.000230457, 0.000298338, 0.00452706, 0.000345287, 0.00229627
3000, 12000, 0.000207676, 0.000235541, 0.000237779, 0.000232593, 0.00438251, 0.00034904, 0.00192822
3000, 12000, 0.000181316, 0.000230264, 0.000231007, 0.000229888, 0.0044238, 0.000346326, 0.00191923
3000, 12000, 0.000188861, 0.000232352, 0.000230096, 0.000232439, 0.00437936, 0.000350215, 0.00197022
3000, 12000, 0.000196565, 0.000241904, 0.000248831, 0.000245571, 0.00436748, 0.000342353, 0.00202439
3000, 12000, 0.000185261, 0.000237729, 0.000236384, 0.000233181, 0.00436952, 0.000343583, 0.00195857
3000, 12000, 0.000186921, 0.000235063, 0.000243338, 0.000230296, 0.00436496, 0.00033777, 0.00193521
3000, 12000, 0.000187963, 0.000232487, 0.000232654, 0.000233142, 0.00439299, 0.000337985, 0.00202176
3000, 12000, 0.000203864, 0.000236246, 0.000236638, 0.000228763, 0.00453468, 0.000336893, 0.00221645
3000, 12000, 0.000190168, 0.000240812, 0.000241012, 0.000239406, 0.00435493, 0.000424274, 0.00209817
3000, 12000, 0.00021244, 0.000237933, 0.000234814, 0.00023436, 0.00441073, 0.00034284, 0.00206957
3000, 12000, 0.000191204, 0.00023564, 0.000233556, 0.00023075, 0.00437217, 0.000335452, 0.00190547
3000, 12000, 0.000191933, 0.000236875, 0.000236517, 0.000241831, 0.00446008, 0.00036844, 0.00196329
3000, 12000, 0.000185325, 0.000232835, 0.000236261, 0.000230106, 0.00447737, 0.000335093, 0.00188701
3000, 12000, 0.000194502, 0.000239672, 0.000232987, 0.000237278, 0.00446072, 0.000345268, 0.00198054
3000, 12000, 0.000239005, 0.000229307, 0.000230286, 0.000225112, 0.00438689, 0.000346319, 0.00207002
3000, 12000, 0.00022378, 0.000271949, 0.00023251, 0.00023559, 0.00449143, 0.000339946, 0.00191018
3000, 12000, 0.000200993, 0.000245762, 0.000245232, 0.000245232, 0.00447558, 0.00033893, 0.00196744
3000, 12000, 0.000193191, 0.000235066, 0.0002396, 0.000233805, 0.00445545, 0.000341246, 0.00199569
3000, 12000, 0.000189809, 0.000240396, 0.000233813, 0.000227197, 0.00436592, 0.000350022, 0.00195369
3000, 12000, 0.000211054, 0.000243348, 0.000244746, 0.000340284, 0.00499262, 0.000410781, 0.00199978
3000, 12000, 0.000199716, 0.000245617, 0.000243795, 0.000249139, 0.00445411, 0.000346831, 0.00189373
3000, 12000, 0.000189384, 0.000239267, 0.000240716, 0.000232863, 0.00458047, 0.000366481, 0.0019047
3000, 12000, 0.00020317, 0.000243506, 0.000240591, 0.000233327, 0.00440273, 0.000345954, 0.00213464
3000, 12000, 0.0001876, 0.000234327, 0.000231811, 0.000231369, 0.0043987, 0.000366713, 0.00224234
3000, 12000, 0.000188773, 0.000237732, 0.000236545, 0.000231589, 0.00452157, 0.000343594, 0.00189129
3000, 12000, 0.000197368, 0.000242058, 0.000236743, 0.000233815, 0.00470326, 0.000346289, 0.0018893
3000, 12000, 0.000185147, 0.000237287, 0.000233764, 0.000229597, 0.00463511, 0.000351209, 0.00190467
3000, 12000, 0.000215166, 0.000241363, 0.000238547, 0.00024017, 0.00439801, 0.000338322, 0.00199339
3000, 12000, 0.000191734, 0.000233059, 0.000237603, 0.000235953, 0.00438491, 0.000343382, 0.00196678
3000, 12000, 0.000218483, 0.000243083, 0.000237217, 0.000234425, 0.00439909, 0.000346549, 0.00188911
3000, 12000, 0.00019187, 0.000234077, 0.00023256, 0.000228784, 0.00451124, 0.000339124, 0.00192776
3000, 12000, 0.000197931, 0.000237381, 0.000233369, 0.000230718, 0.0043533, 0.000342493, 0.00198202
3000, 12000, 0.000193801, 0.00023959, 0.000233735, 0.000230498, 0.00438676, 0.000340551, 0.00188759
3000, 12000, 0.000212264, 0.000237484, 0.000234655, 0.000233956, 0.00452634, 0.000345269, 0.00213193
3000, 12000, 0.000187623, 0.000235793, 0.000235442, 0.000228716, 0.00447754, 0.000336228, 0.00207198
3000, 12000, 0.000182418, 0.000228817, 0.000236126, 0.000250422, 0.00439521, 0.000347593, 0.00204176
3000, 12000, 0.000181678, 0.000235126, 0.000233975, 0.000234894, 0.00435798, 0.000348491, 0.00191447
3000, 12000, 0.000190166, 0.000239915, 0.000235298, 0.000232644, 0.00437639, 0.000343995, 0.00210996
3000, 12000, 0.000213687, 0.000240384, 0.000237068, 0.000228046, 0.00441309, 0.000339726, 0.00202197
3000, 12000, 0.000192145, 0.000238136, 0.000228916, 0.000231207, 0.00435717, 0.000345025, 0.00216109
3000, 12000, 0.000270032, 0.000235091, 0.000234896, 0.000233109, 0.00440141, 0.000343222, 0.0022689
3000, 12000, 0.000195103, 0.000245175, 0.000246652, 0.000245952, 0.00436674, 0.00034029, 0.00222233
3000, 12000, 0.000194269, 0.000248689, 0.00024963, 0.000241125, 0.00448999, 0.000348001, 0.00196572
3000, 12000, 0.000210581, 0.000246022, 0.00024322, 0.000245656, 0.00444742, 0.000337556, 0.00210118
3000, 12000, 0.000215009, 0.000240096, 0.000233736, 0.000236228, 0.00439951, 0.000341303, 0.00216382
3000, 12000, 0.000196592, 0.000234207, 0.000239988, 0.000233798, 0.00450277, 0.000348857, 0.00211683
3000, 12000, 0.000216017, 0.00023302, 0.000306901, 0.000234773, 0.00438321, 0.000341578, 0.00215257
3000, 12000, 0.000203528, 0.000241935, 0.000243354, 0.000246636, 0.00436122, 0.000342752, 0.00206207
3000, 12000, 0.000189983, 0.00023894, 0.000236032, 0.000234166, 0.00441286, 0.00034995, 0.00188882
3000, 12000, 0.00020489, 0.000240823, 0.000238578, 0.000231623, 0.00436743, 0.000344073, 0.00193209
3000, 12000, 0.000203983, 0.000236357, 0.000247301, 0.000233755, 0.00437168, 0.000338736, 0.0018908
3000, 12000, 0.000200143, 0.00024377, 0.000237838, 0.000236075, 0.00442394, 0.000347183, 0.0018917
3000, 15000, 0.000230459, 0.000309104, 0.000290184, 0.000306769, 0.00559804, 0.000443131, 0.00244484
3000, 15000, 0.000245168, 0.000369997, 0.000299481, 0.000291599, 0.00553561, 0.000437645, 0.00239336
3000, 15000, 0.000249266, 0.000312577, 0.000305301, 0.000310381, 0.00554146, 0.000433082, 0.002387
3000, 15000, 0.000247292, 0.000311355, 0.000308184, 0.000304708, 0.00561611, 0.000451742, 0.00238359
3000, 15000, 0.000239359, 0.000292259, 0.000295518, 0.000290454, 0.00598385, 0.000450208, 0.00266774
3000, 15000, 0.000240809, 0.000298481, 0.000296886, 0.00028812, 0.00548948, 0.000427496, 0.00247322
3000, 15000, 0.000240863, 0.000296828, 0.000289098, 0.000291859, 0.00554841, 0.000426909, 0.0023896
3000, 15000, 0.000237884, 0.000301562, 0.000303369, 0.000292331, 0.00576374, 0.000459962, 0.00242014
3000, 15000, 0.000232832, 0.000289385, 0.00029667, 0.000296588, 0.00551744, 0.000454232, 0.00238774
3000, 15000, 0.000235493, 0.000290981, 0.000297414, 0.000290604, 0.00576224, 0.000430551, 0.00254864
3000, 15000, 0.00026789, 0.000294755, 0.000292268, 0.000293795, 0.00540435, 0.00052243, 0.00241563
3000, 15000, 0.000245419, 0.000333074, 0.000300783, 0.000288899, 0.00540421, 0.000507589, 0.00250508
3000, 15000, 0.000230899, 0.000295757, 0.000293867, 0.000291038, 0.00544532, 0.000423257, 0.00283733
3000, 15000, 0.000244199, 0.000298725, 0.00030082, 0.00029361, 0.00549325, 0.000423272, 0.00274963
3000, 15000, 0.000231915, 0.000305495, 0.000320833, 0.000300957, 0.00537454, 0.000431923, 0.00248631
3000, 15000, 0.000337832, 0.000300758, 0.000298479, 0.00029164, 0.0054471, 0.000436472, 0.00245331
3000, 15000, 0.000233363, 0.000301356, 0.000299842, 0.000300486, 0.00548527, 0.000426562, 0.00265175
3000, 15000, 0.000308605, 0.000307244, 0.000303773, 0.000311783, 0.0054567, 0.000443203, 0.00263576
3000, 15000, 0.000250783, 0.000317229, 0.000292867, 0.000598707, 0.00586365, 0.000420876, 0.00246591
3000, 15000, 0.000264376, 0.000317988, 0.000293183, 0.000287507, 0.00539587, 0.000423451, 0.00251035
3000, 15000, 0.000256373, 0.00029072, 0.000292857, 0.000294092, 0.00551409, 0.000431534, 0.00279751
3000, 15000, 0.000254438, 0.000314806, 0.00031418, 0.000310909, 0.0053986, 0.000430578, 0.0026344
3000, 15000, 0.000238907, 0.000357974, 0.000320804, 0.000300059, 0.0054067, 0.000425435, 0.00239623
3000, 15000, 0.000249271, 0.000307457, 0.000287655, 0.00028568, 0.00543944, 0.000448557, 0.00284885
3000, 15000, 0.000257338, 0.000295458, 0.000381261, 0.000286806, 0.00540863, 0.000537675, 0.00272576
3000, 15000, 0.000249788, 0.000295243, 0.000383842, 0.000287072, 0.00543765, 0.000428052, 0.00238168
3000, 15000, 0.000242224, 0.000288353, 0.000294496, 0.000327563, 0.00571133, 0.000433149, 0.00238346
3000, 15000, 0.0002352, 0.000301621, 0.00029992, 0.00029094, 0.00560256, 0.000438759, 0.0024285
3000, 15000, 0.000270578, 0.000305481, 0.00029999, 0.000297682, 0.00550617, 0.000441168, 0.00247017
3000, 15000, 0.000278762, 0.000308853, 0.000317076, 0.000309448, 0.00545319, 0.000448856, 0.00247136
